"state_name","date","year","PVI","age_65_plus","gender_female","race_white","educ_hs_or_less","density","state_unemployment","nat_price_index","nat_gdp","stock_market","voter_turnout","net_approval","democratic_vote_share_adj","next_election_date","next_election_winner"
"Alabama","1992-11-01",1992,-0.0981295961309309,0.108843775202423,0.531965854607613,0.696142277550405,0.559963308648662,78.9476595167509,7.4,0.0312046444121914,0.0104316468781038,0.153225806451613,0.557,21.7968830401155,0.46178873540097,"1992-11-03","Democrat"
"Alabama","1996-11-01",1996,-0.138363194038872,0.12876166021485,0.515451885137991,0.739884744411316,0.470434778496478,83.4215826696894,5.2,0.0325309043591411,0.0103838198802988,0.328930817610063,0.488,19.6340055883952,0.462661288463111,"1996-11-05","Democrat"
"Alabama","2000-11-01",2000,-0.163435539547685,0.128144642335625,0.508129712199078,0.718753039805928,0.446350565159195,81.3990986068321,4.6,0.0344418052256532,0.00622889589411302,0.107893388006151,0.516,20.1917953028563,0.423930580786689,"2000-11-07","Republican"
"Alabama","2004-11-01",2004,-0.160426991763133,0.139636515813768,0.51732642790823,0.702356797277261,0.444798289920755,86.0275194249065,5.4,0.0362162162162161,0.0100167411177225,0.17308868501529,0.572,0.680678945460286,0.371022286477177,"2004-11-02","Republican"
"Alabama","2008-11-01",2008,-0.214165264337765,0.129751773532667,0.520725583174281,0.706428838555247,0.44658868915125,87.8123104497278,7.4,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.608,37.4556307759601,0.391090972464273,"2008-11-04","Democrat"
"Alabama","2012-11-01",2012,-0.276825816265616,0.138416808314424,0.518745157803571,0.714397543299393,0.425638805504774,91.3994750915538,7.6,0.0179601970339263,0.00113873245779605,0.144192256341789,0.586,-0.372406452736278,0.387837714665623,"2012-11-06","Democrat"
"Alabama","2016-11-01",2016,-0.270470304125519,0.150165557019217,0.520908676739984,0.699414568276082,0.41635124525922,92.3872363347478,5.8,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.588,9.42744323299858,0.356258564060393,"2016-11-08","Republican"
"Arkansas","1980-11-01",1980,0.173030402203534,0.117163171097772,0.527401926426987,0.795099782292294,0.604420488327177,41.7269908104851,8.2,0.104851330203443,0.0186492512701093,0.479768786127168,0.52,-18.1350158604157,0.496802940570765,"1980-11-04","Republican"
"Arkansas","1984-11-01",1984,0.14473651866673,0.123965723294612,0.523067606530824,0.80529914799826,0.615909896453072,41.7768486366375,8.6,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.53,-21.8242014445046,0.387724118980559,"1984-11-06","Republican"
"Arkansas","1988-11-01",1988,-0.00595290592403912,0.138896898515485,0.518896729738078,0.815773129239183,0.596836536291353,44.1382121874058,7.3,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.49,-17.8431926877332,0.428083572868849,"1988-11-08","Republican"
"Arkansas","1992-11-01",1992,-0.059641674609453,0.136182365800024,0.514117225048597,0.823538372821868,0.547527517445933,45.5712157276288,6.7,0.0312046444121914,0.0104316468781038,0.153225806451613,0.543,21.7968830401155,0.599922670661225,"1992-11-03","Democrat"
"Arkansas","1996-11-01",1996,0.0816073372763799,0.12889627401163,0.528630953429271,0.825601948265451,0.511241874157651,45.4849476498946,5.3,0.0325309043591411,0.0103838198802988,0.328930817610063,0.479,19.6340055883952,0.593528248647555,"1996-11-05","Democrat"
"Arkansas","2000-11-01",2000,0.101931868359109,0.150323636236719,0.514194827558164,0.806938231668829,0.482220271658605,48.256006327207,4.3,0.0344418052256532,0.00622889589411302,0.107893388006151,0.479,20.1917953028563,0.471993104895792,"2000-11-07","Republican"
"Arkansas","2004-11-01",2004,-0.0228997255072563,0.141680288603421,0.509722309357796,0.799494834064585,0.469835982186678,50.6960850406749,5.5,0.0362162162162161,0.0100167411177225,0.17308868501529,0.536,0.680678945460286,0.450642517483322,"2004-11-02","Republican"
"Arkansas","2008-11-01",2008,-0.0707036557739965,0.121824246359729,0.516558524666778,0.79643448339495,0.453788432876419,51.9288061163001,6.4,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.525,37.4556307759601,0.398282793892827,"2008-11-04","Democrat"
"Arkansas","2012-11-01",2012,-0.226227968619713,0.151351348611895,0.512161185348793,0.790054973931379,0.438167221081032,54.2487123380536,7.5,0.0179601970339263,0.00113873245779605,0.144192256341789,0.507,-0.372406452736278,0.378455946487704,"2012-11-06","Democrat"
"Arkansas","2016-11-01",2016,-0.28094704567812,0.159582414451808,0.516617806772099,0.789685204400068,0.427380187323774,54.5339505498644,3.8,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.528,9.42744323299858,0.357148623102295,"2016-11-08","Republican"
"Arizona","1980-11-01",1980,-0.17095855105624,0.130628974613951,0.507337660683706,0.960993472547706,0.512984243144885,20.2249370989123,6.5,0.104851330203443,0.0186492512701093,0.479768786127168,0.462,-18.1350158604157,0.317879131676649,"1980-11-04","Republican"
"Arizona","1984-11-01",1984,-0.241959967149921,0.127229627746399,0.505633981866598,0.941729210674644,0.481280626429893,24.2764271479866,5.4,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.477,-21.8242014445046,0.32883272429994,"1984-11-06","Republican"
"Arizona","1988-11-01",1988,-0.183751902392026,0.119568372157357,0.506154922385982,0.928005499154793,0.455972490120556,29.7745594290179,6.2,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.477,-17.8431926877332,0.392565084690075,"1988-11-08","Republican"
"Arizona","1992-11-01",1992,-0.142365104217924,0.146469475753491,0.507108393371009,0.957630514961066,0.450574807166601,30.9096535831234,7.3,0.0312046444121914,0.0104316468781038,0.153225806451613,0.557,21.7968830401155,0.486980960169881,"1992-11-03","Democrat"
"Arizona","1996-11-01",1996,-0.105564472550024,0.121736137175113,0.50307495147211,0.931394614331265,0.374530748505316,37.1802724104329,5.5,0.0325309043591411,0.0103838198802988,0.328930817610063,0.456,19.6340055883952,0.512237711518543,"1996-11-05","Democrat"
"Arizona","2000-11-01",2000,-0.0764747925800815,0.110331688795109,0.508397909962644,0.933338026457339,0.385344345327773,43.06360708987,3.9,0.0344418052256532,0.00622889589411302,0.107893388006151,0.456,20.1917953028563,0.467174008328601,"2000-11-07","Republican"
"Arizona","2004-11-01",2004,-0.0707736389225482,0.133949865197696,0.49915286875514,0.896349196180727,0.371154681841326,47.7787791131517,4.8,0.0362162162162161,0.0100167411177225,0.17308868501529,0.541,0.680678945460286,0.447249949695117,"2004-11-02","Republican"
"Arizona","2008-11-01",2008,-0.078202055739899,0.110699677080363,0.497466320333022,0.88660469727641,0.378781565129896,55.0311305515806,7.6,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.567,37.4556307759601,0.456860992803837,"2008-11-04","Democrat"
"Arizona","2012-11-01",2012,-0.140056954147301,0.121609476913509,0.501915712614281,0.851502347670029,0.348649836196975,56.5311602243896,7.9,0.0179601970339263,0.00113873245779605,0.144192256341789,0.526,-0.372406452736278,0.453866197762968,"2012-11-06","Democrat"
"Arizona","2016-11-01",2016,-0.138542569309719,0.145060897347045,0.510105825625975,0.840696147662289,0.347516530811019,58.4429891404542,5.2,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.549,9.42744323299858,0.481099765989605,"2016-11-08","Republican"
"California","1980-11-01",1980,-0.00546012624248318,0.102940226690502,0.516848867350133,0.864312965163834,0.496556487201329,138.63918521926,7.1,0.104851330203443,0.0186492512701093,0.479768786127168,0.55,-18.1350158604157,0.405290569689055,"1980-11-04","Republican"
"California","1984-11-01",1984,-0.0723654315809221,0.099706928027036,0.513510326732125,0.833162509296681,0.456850621900649,155.199147725483,7.4,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.572,-21.8242014445046,0.417754651778023,"1984-11-06","Republican"
"California","1988-11-01",1988,-0.00666329216869789,0.100239252072158,0.503311277962363,0.842294040337783,0.447896928940389,170.918836810697,5.2,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.557,-17.8431926877332,0.481926894636241,"1988-11-08","Republican"
"California","1992-11-01",1992,0.0361385744403674,0.104393283653221,0.503034485448973,0.839743070900894,0.442901880879454,187.777270642057,9.8,0.0312046444121914,0.0104316468781038,0.153225806451613,0.603,21.7968830401155,0.585167287693791,"1992-11-03","Democrat"
"California","1996-11-01",1996,0.0863959237089245,0.109154112501153,0.501783868385497,0.810201664998538,0.38842136690765,199.945369739056,6.9,0.0325309043591411,0.0103838198802988,0.328930817610063,0.537,19.6340055883952,0.57216271625123,"1996-11-05","Democrat"
"California","2000-11-01",2000,0.0625058782809047,0.102924055961969,0.504940807172518,0.798755279395979,0.375360561927718,210.312684932543,4.8,0.0344418052256532,0.00622889589411302,0.107893388006151,0.557,20.1917953028563,0.562029899990718,"2000-11-07","Republican"
"California","2004-11-01",2004,0.10147270093697,0.0974614430913687,0.503715458396985,0.777460130263236,0.356686718367943,221.552969066058,5.9,0.0362162162162161,0.0100167411177225,0.17308868501529,0.588,0.680678945460286,0.550413204528225,"2004-11-02","Republican"
"California","2008-11-01",2008,0.12397077234082,0.104171203855872,0.502415097272352,0.778979364885311,0.366421940056933,228.161433459573,8.7,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.609,37.4556307759601,0.622784495915854,"2008-11-04","Democrat"
"California","2012-11-01",2012,0.160409927937279,0.115994848696872,0.503672307098493,0.749056685780168,0.36235810072725,234.993099947698,9.8,0.0179601970339263,0.00113873245779605,0.144192256341789,0.551,-0.372406452736278,0.618728111632966,"2012-11-06","Democrat"
"California","2016-11-01",2016,0.191712053051287,0.126303092534703,0.505058109805796,0.737680866734769,0.350394356024406,243.875468042069,5.4,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.565,9.42744323299858,0.661282205427299,"2016-11-08","Republican"
"Colorado","1980-11-01",1980,-0.117915849672351,0.0787934235301807,0.51497017368987,0.9542597565384,0.466957228365422,25.164784885896,6.3,0.104851330203443,0.0186492512701093,0.479768786127168,0.572,-18.1350158604157,0.36067403946338,"1980-11-04","Republican"
"Colorado","1984-11-01",1984,-0.164377463001931,0.0737845609948245,0.495025939495597,0.940857330491673,0.440225596983388,29.4181319366505,5.7,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.571,-21.8242014445046,0.356342301643494,"1984-11-06","Republican"
"Colorado","1988-11-01",1988,-0.12109008248333,0.100860141994819,0.516461002609782,0.922336613719983,0.451572308985255,30.3211466037392,6,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.59,-17.8431926877332,0.460461756185028,"1988-11-08","Republican"
"Colorado","1992-11-01",1992,-0.0267653083037162,0.103103046629912,0.503575431053252,0.923739231294799,0.385818095819504,32.2957257283183,6.1,0.0312046444121914,0.0104316468781038,0.153225806451613,0.629,21.7968830401155,0.52802065522825,"1992-11-03","Democrat"
"Colorado","1996-11-01",1996,-0.0100565942149933,0.0866301660501956,0.494356189020988,0.91033203578179,0.318257744362415,35.9299344825271,4,0.0325309043591411,0.0103838198802988,0.328930817610063,0.545,19.6340055883952,0.492407923697726,"1996-11-05","Democrat"
"Colorado","2000-11-01",2000,-0.0856996267821224,0.0893780078905895,0.488195069212648,0.934678312161309,0.326552400192807,38.0903623125845,3.1,0.0344418052256532,0.00622889589411302,0.107893388006151,0.575,20.1917953028563,0.45514080056721,"2000-11-07","Republican"
"Colorado","2004-11-01",2004,-0.0987383444750442,0.0991814669611546,0.499512781516559,0.88917264887154,0.339191159282578,42.9423952727656,5.3,0.0362162162162161,0.0100167411177225,0.17308868501529,0.667,0.680678945460286,0.476337704417574,"2004-11-02","Republican"
"Colorado","2008-11-01",2008,-0.0405870275369104,0.100134147736422,0.493148538860621,0.907592124401455,0.325279337269963,46.0700091129721,5.6,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.71,37.4556307759601,0.545506346931734,"2008-11-04","Democrat"
"Colorado","2012-11-01",2012,0.0074549544057733,0.10950765571808,0.50444262844262,0.901651691870789,0.292785016066898,47.9684797644057,7.6,0.0179601970339263,0.00113873245779605,0.144192256341789,0.699,-0.372406452736278,0.527479883142025,"2012-11-06","Democrat"
"Colorado","2016-11-01",2016,0.016200635822815,0.136976448377212,0.496017845546318,0.886163591627952,0.29674827806685,51.5836025976767,3.1,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.7,9.42744323299858,0.526833333726824,"2016-11-08","Republican"
"Connecticut","1980-11-01",1980,-0.0426959621584472,0.108552115510431,0.498523193781462,0.916382275141776,0.550095462626875,604.515362347774,6.2,0.104851330203443,0.0186492512701093,0.479768786127168,0.639,-18.1350158604157,0.444428036772874,"1980-11-04","Republican"
"Connecticut","1984-11-01",1984,-0.0221201779521709,0.122878464721841,0.518067391230376,0.897755354668376,0.512102132107457,624.088374925135,4.7,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.638,-21.8242014445046,0.39000831236982,"1984-11-06","Republican"
"Connecticut","1988-11-01",1988,-0.0287140677390942,0.129578113063958,0.528798648220486,0.928028603657376,0.47889420102964,623.911435416251,3.1,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.607,-17.8431926877332,0.47418849543567,"1988-11-08","Republican"
"Connecticut","1992-11-01",1992,0.010657805935409,0.141219852871395,0.52301861905294,0.875852622854124,0.4437465351318,651.917768017568,7.6,0.0312046444121914,0.0104316468781038,0.153225806451613,0.686,21.7968830401155,0.541251167074267,"1992-11-03","Democrat"
"Connecticut","1996-11-01",1996,0.016652543179353,0.145293443912184,0.530066107531248,0.908025468118194,0.399747206445452,637.707023357956,5.8,0.0325309043591411,0.0103838198802988,0.328930817610063,0.596,19.6340055883952,0.603635068823127,"1996-11-05","Democrat"
"Connecticut","2000-11-01",2000,0.0877563468289888,0.130737474891281,0.520071192444109,0.859748527134746,0.380351922908743,655.486440407267,3.1,0.0344418052256532,0.00622889589411302,0.107893388006151,0.619,20.1917953028563,0.592556580488545,"2000-11-07","Republican"
"Connecticut","2004-11-01",2004,0.16299889796966,0.14695873996024,0.521775565080048,0.848951854377644,0.379425594868658,675.231048113396,4.8,0.0362162162162161,0.0100167411177225,0.17308868501529,0.65,0.680678945460286,0.552749475605841,"2004-11-02","Republican"
"Connecticut","2008-11-01",2008,0.142738519206159,0.131484501676147,0.511943960202616,0.855673969004693,0.351606407923098,691.210572968656,6.4,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.666,37.4556307759601,0.613183382497542,"2008-11-04","Democrat"
"Connecticut","2012-11-01",2012,0.147176393348618,0.132572267321686,0.511405534762657,0.820791248043742,0.349266163039832,707.927811938511,8.3,0.0179601970339263,0.00113873245779605,0.144192256341789,0.613,-0.372406452736278,0.587725774769071,"2012-11-06","Democrat"
"Connecticut","2016-11-01",2016,0.140407991046287,0.138395921834804,0.509501198108,0.806156832329189,0.321382533059346,714.286669994011,4.9,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.637,9.42744323299858,0.571415475172636,"2016-11-08","Republican"
"District of Columbia","1980-11-01",1980,0.682676054560292,0.118919206092957,0.545902935573674,0.282487664005285,0.517386190420577,9081.29536231884,8.4,0.104851330203443,0.0186492512701093,0.479768786127168,0.372,-18.1350158604157,0.84776086591059,"1980-11-04","Republican"
"District of Columbia","1984-11-01",1984,0.761817761219734,0.117877670038445,0.532409939725052,0.27966773011364,0.50448106747457,8851.49144927536,8.5,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.448,-21.8242014445046,0.861477339471008,"1984-11-06","Republican"
"District of Columbia","1988-11-01",1988,0.880155887481546,0.105457290718494,0.538234438497234,0.273871619604416,0.448469009386667,8731.19449275362,4.8,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.425,-17.8431926877332,0.852457526056568,"1988-11-08","Republican"
"District of Columbia","1992-11-01",1992,0.813795865417349,0.112576048120328,0.526851280784422,0.324632457611658,0.439208954356012,8264.8852173913,8.8,0.0312046444121914,0.0104316468781038,0.153225806451613,0.533,21.7968830401155,0.902970696193927,"1992-11-03","Democrat"
"District of Columbia","1996-11-01",1996,0.748366352169293,0.105184367516745,0.523484965287897,0.278853839153764,0.367963495249192,8857.51695652174,7.9,0.0325309043591411,0.0103838198802988,0.328930817610063,0.466,19.6340055883952,0.901235482088643,"1996-11-05","Democrat"
"District of Columbia","2000-11-01",2000,0.715016731287092,0.147835104266177,0.519104378897264,0.314939954053796,0.356484947337902,7416.1084057971,5.9,0.0344418052256532,0.00622889589411302,0.107893388006151,0.483,20.1917953028563,0.904876944777785,"2000-11-07","Republican"
"District of Columbia","2004-11-01",2004,0.780279651036277,0.11872729837661,0.529999995281895,0.365998665055731,0.325913361009041,8293.6752173913,8,0.0362162162162161,0.0100167411177225,0.17308868501529,0.543,0.680678945460286,0.905202786474361,"2004-11-02","Republican"
"District of Columbia","2008-11-01",2008,0.827578667653558,0.110177303183668,0.534005206081675,0.386540273558099,0.321614387525071,8253.44637681159,7.4,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.615,37.4556307759601,0.934007683334157,"2008-11-04","Democrat"
"District of Columbia","2012-11-01",2012,0.8046395000378,0.123122605537015,0.530161652192156,0.431730230677374,0.283557436061385,8760.92782608696,8.7,0.0179601970339263,0.00113873245779605,0.144192256341789,0.615,-0.372406452736278,0.925876492021175,"2012-11-06","Democrat"
"District of Columbia","2016-11-01",2016,0.808046217342751,0.115398045625615,0.528083644550395,0.445132123165,0.248859862007714,9519.85579710145,6,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.604,9.42744323299858,0.956951883418541,"2016-11-08","Republican"
"Delaware","1980-11-01",1980,0.0326919570518793,0.0892224407575153,0.494268830466891,0.837911446390753,0.565484342239242,275.805892075839,7.9,0.104851330203443,0.0186492512701093,0.479768786127168,0.56,-18.1350158604157,0.487332147498226,"1980-11-04","Republican"
"Delaware","1984-11-01",1984,0.0690161890801343,0.09016856011523,0.50633905464575,0.810751237444803,0.523667791913386,296.967228974234,6.1,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.575,-21.8242014445046,0.400463273008044,"1984-11-06","Republican"
"Delaware","1988-11-01",1988,0.00842042858091882,0.115892879627549,0.511443268678266,0.816909858606119,0.52121697724635,310.95845405931,3.2,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.529,-17.8431926877332,0.437588104041307,"1988-11-08","Republican"
"Delaware","1992-11-01",1992,-0.039015300837023,0.116947681296279,0.512333460768401,0.769073040488814,0.508013161358916,335.566373359261,5.1,0.0312046444121914,0.0104316468781038,0.153225806451613,0.58,21.7968830401155,0.551979927047253,"1992-11-03","Democrat"
"Delaware","1996-11-01",1996,0.0144454874416507,0.118226238169692,0.504090801519808,0.809357894201298,0.4814200935024,331.284409333982,5.2,0.0325309043591411,0.0103838198802988,0.328930817610063,0.512,19.6340055883952,0.5862365663257,"1996-11-05","Democrat"
"Delaware","2000-11-01",2000,0.0670229730693401,0.140300283535899,0.536490387707488,0.725812489505269,0.435426554659523,380.657248420029,3.9,0.0344418052256532,0.00622889589411302,0.107893388006151,0.59,20.1917953028563,0.567400647852884,"2000-11-07","Republican"
"Delaware","2004-11-01",2004,0.116565747767455,0.122298123295753,0.51501223580219,0.768344895772174,0.412866089328171,388.032202236266,4.1,0.0362162162162161,0.0100167411177225,0.17308868501529,0.642,0.680678945460286,0.538315062450916,"2004-11-02","Republican"
"Delaware","2008-11-01",2008,0.108508933155941,0.134835343795271,0.509774970971713,0.738472020450697,0.426509039690629,418.824375303841,6.4,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.656,37.4556307759601,0.626381386498886,"2008-11-04","Democrat"
"Delaware","2012-11-01",2012,0.159756192773171,0.144001601555219,0.5190908401604,0.724081736562687,0.411943271405521,433.098711716091,7.3,0.0179601970339263,0.00113873245779605,0.144192256341789,0.623,-0.372406452736278,0.594469549192782,"2012-11-06","Democrat"
"Delaware","2016-11-01",2016,0.157122654682525,0.165002290041595,0.519480136350271,0.713914576768359,0.375520644211241,451.85177442878,4.5,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.642,9.42744323299858,0.559986214436812,"2016-11-08","Republican"
"Florida","1980-11-01",1980,-0.0272412283419237,0.159698001125726,0.512682881291958,0.819067637636292,0.5775977698472,150.975099556011,6.4,0.104851330203443,0.0186492512701093,0.479768786127168,0.52,-18.1350158604157,0.409492370528031,"1980-11-04","Republican"
"Florida","1984-11-01",1984,-0.0480725844279714,0.183010054003854,0.526338324915862,0.836575534888364,0.558745229980463,179.70247114071,6.2,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.524,-21.8242014445046,0.346675867864545,"1984-11-06","Republican"
"Florida","1988-11-01",1988,-0.111180567619427,0.167127301962339,0.510613920287764,0.836911379095487,0.521684108102122,201.582195696721,5.3,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.49,-17.8431926877332,0.387479283541484,"1988-11-08","Republican"
"Florida","1992-11-01",1992,-0.141072234158507,0.168157683907987,0.521049306834258,0.828546129163565,0.502050881401194,225.116000853825,7.8,0.0312046444121914,0.0104316468781038,0.153225806451613,0.559,21.7968830401155,0.48815216551641,"1992-11-03","Democrat"
"Florida","1996-11-01",1996,-0.106350565104526,0.163025813301083,0.522065418488112,0.810272325421425,0.423394490286429,243.734275443989,5.1,0.0325309043591411,0.0103838198802988,0.328930817610063,0.519,19.6340055883952,0.531549611951064,"1996-11-05","Democrat"
"Florida","2000-11-01",2000,-0.0469213392580347,0.182898496693932,0.513253442159253,0.819307842244911,0.436288807974946,250.647413763661,3.7,0.0344418052256532,0.00622889589411302,0.107893388006151,0.559,20.1917953028563,0.499953905919664,"2000-11-07","Republican"
"Florida","2004-11-01",2004,-0.0119478423196929,0.167637900409037,0.513741364048631,0.811578263478204,0.411075573052336,280.548266564208,4.4,0.0362162162162161,0.0100167411177225,0.17308868501529,0.644,0.680678945460286,0.474763204243312,"2004-11-02","Republican"
"Florida","2008-11-01",2008,-0.0205422251220754,0.159936426164273,0.509535241827907,0.808663120968724,0.412177207070608,308.430898053279,7.8,0.0109991747061668,-0.00910379412712603,-0.199298813376483,0.661,37.4556307759601,0.514196600308993,"2008-11-04","Democrat"
"Florida","2012-11-01",2012,-0.0402969156154694,0.173430688552377,0.512806337602328,0.796897977947479,0.372165859299013,320.614454405738,8.1,0.0179601970339263,0.00113873245779605,0.144192256341789,0.628,-0.372406452736278,0.504422521393662,"2012-11-06","Democrat"
"Florida","2016-11-01",2016,-0.0340402801110999,0.178648417140828,0.516465874790979,0.785359007430209,0.3911397608535,336.938289788251,4.7,0.0167046891608582,0.00629298346782337,0.0162974009373669,0.645,9.42744323299858,0.493811645272245,"2016-11-08","Republican"
"Georgia","1980-11-01",1980,0.17085943342152,0.0905140800080137,0.522034881805625,0.769051711370053,0.562236016972459,85.3695566954277,6.1,0.104851330203443,0.0186492512701093,0.479768786127168,0.421,-18.1350158604157,0.576563158415976,"1980-11-04","Republican"
"Georgia","1984-11-01",1984,0.273824062340138,0.10361656456161,0.51804135856001,0.73968122807285,0.566295584335691,93.0753043685033,6.1,0.0415430267062316,0.00820862811487655,-0.0027247956403269,0.431,-21.8242014445046,0.398021798518602,"1984-11-06","Republican"
"Georgia","1988-11-01",1988,0.0493737223056305,0.103793266992505,0.532121477337953,0.67714260834307,0.538659970969888,102.463123513826,5.5,0.0424610051993066,0.0133249582322765,-0.0421940928270044,0.406,-17.8431926877332,0.397963836552396,"1988-11-08","Republican"
"Georgia","1992-11-01",1992,-0.0996724393151103,0.107794789758944,0.519405154351787,0.645377081467828,0.516420758271381,107.887571166519,6.8,0.0312046444121914,0.0104316468781038,0.153225806451613,0.485,21.7968830401155,0.503421284510966,"1992-11-03","Democrat"
"Georgia","1996-11-01",1996,-0.0782046101072345,0.102168475988636,0.513504797762742,0.6389651248382,0.437791733061578,122.982144337251,4.9,0.0325309043591411,0.0103838198802988,0.328930817610063,0.444,19.6340055883952,0.493677308014458,"1996-11-05","Democrat"
"Georgia","2000-11-01",2000,-0.096095235665665,0.0969277351663531,0.518694600756356,0.647474657022709,0.456736311893783,130.213202493376,3.4,0.0344418052256532,0.00622889589411302,0.107893388006151,0.458,20.1917953028563,0.440162463770973,"2000-11-07","Republican"
